question_id,domain_id,difficulty,question_text,is_multi,option_a,option_b,option_c,option_d,option_e,correct_answer,source
663,3,medium,How should a virtual warehouse be configured if a user wants to ensure that additional multi-clusters are resumed with no delay?,FALSE,Configure the warehouse to a size larger than generally required,Set the minimum and maximum clusters to autoscale,Use the standard warehouse scaling policy,Use the economy warehouse scaling policy,,C,MANUAL
664,3,medium,"During periods of warehouse contention, which parameter controls the maximum length of time a warehouse will hold a query for processing?",FALSE,STATEMENT_TIMEOUT_IN_SECONDS,STATEMENT_QUEUED_TIMEOUT_IN_SECONDS,MAX_CONCURRENCY_LEVEL,QUERY_TIMEOUT_IN_SECONDS,,B,MANUAL
665,4,easy,Files have been uploaded to a Snowflake internal stage. The files now need to be deleted. Which SQL command should be used to delete the files?,FALSE,PURGE,MODIFY,REMOVE,DELETE,,C,MANUAL
666,2,easy,"In a Snowflake role hierarchy, what is the top-level role?",FALSE,SYSADMIN,ORGADMIN,ACCOUNTADMIN,SECURITYADMIN,,C,MANUAL
667,3,medium,Increasing the maximum number of clusters in a Multi-Cluster Warehouse is an example of:,FALSE,Scaling rhythmically,Scaling max,Scaling out,Scaling up,,C,MANUAL
668,6,easy,"By default, which Snowflake role is required to create a share?",FALSE,ORGADMIN,SECURITYADMIN,SHAREADMIN,ACCOUNTADMIN,,C,MANUAL
670,1,medium,"A companyʼs security audit requires generating a report listing all Snowflake logins (e.g., date and user) within the last 90 days. Which of the following statements will return the required information?",FALSE,"SELECT LAST_SUCCESS_LOGIN, LOGIN_NAME FROM ACCOUNT_USAGE.USERS;","SELECT EVENT_TIMESTAMP, USER_NAME FROM table(information_schema.login_history_by_user())","SELECT EVENT_TIMESTAMP, USER_NAME FROM ACCOUNT_USAGE.ACCESS_HISTORY;","SELECT EVENT_TIMESTAMP, USER_NAME FROM ACCOUNT_USAGE.LOGIN_HISTORY;",,D,MANUAL
671,3,hard,What are common issues found by using the Query Profile? (Choose two.),TRUE,Identifying queries that will likely run very slowly before executing them,Locating queries that consume a high amount of credits,Identifying logical issues with the queries,Identifying inefficient micro-partition pruning,Data spilling to a local or remote disk,"D,E",MANUAL
672,3,medium,The Snowflake Search Optimization Services supports improved performance of which kind of query?,FALSE,Queries against large tables where frequent DML occurs,Queries against tables larger than 1 TB,Selective point lookup queries,Queries against a subset of columns in a table,,C,MANUAL
673,4,hard,Which file formats are supported for unloading data from Snowflake? (Choose two.),TRUE,Avro,JSON,ORC,XML,"Delimited (CSV, TSV, etc.)","B,E",MANUAL
674,1,medium,Which Snowflake tool would be BEST to troubleshoot network connectivity?,FALSE,SnowCLI,SnowUI,SnowSQL,SnowCD,,D,MANUAL
675,3,easy,Increasing the size of a virtual warehouse from an X-Small to an X-Large is an example of which of the following?,FALSE,Right sizing,Concurrent sizing,Scaling out,Scaling up,,D,MANUAL
676,6,hard,What are ways to create and manage data shares in Snowflake? (Choose two.),TRUE,Through the Snowflake web interface (UI),Through the DATA_SHARE=TRUE parameter,Through SQL commands,Through the ENABLE_SHARE=TRUE parameter,Using the CREATE SHARE AS SELECT * FROM TABLE command,"A,C",MANUAL
677,1,easy,What is a characteristic of data micro-partitioning in Snowflake?,FALSE,Micro-partitioning may introduce data skew,Micro-partitioning requires the definition of a partitioning schema,Micro-partitioning happens when the data is loaded,Micro-partitioning can be disabled within a Snowflake account,,C,MANUAL
678,3,medium,Which statement best describes Snowflake tables?,FALSE,Snowflake tables are logical representations of underlying physical data,Snowflake tables are the physical instantiation of data loaded into Snowflake,Snowflake tables require that clustering keys be defined to perform optimally,Snowflake tables are owned by a user,,A,MANUAL
679,2,easy,Users with the ACCOUNTADMIN role can execute which of the following commands on existing users?,FALSE,"Can SHOW users DESCRIBE a given user, or ALTER or DROP a user","Can DEFINE users, DESCRIBE a given user, or ALTER or DELETE a user","Can SHOW users, INDEX a given user, or ALTER or DELETE a user","Can SHOW users, DEFINE a given user or ALTER, DROP, or MODIFY a user",,A,MANUAL
681,1,hard,What services are provided by the cloud services layer in Snowflake? (Choose two.),TRUE,Metadata management,Object authorization,Authentication,Query execution,Result caching,"A,C",MANUAL
682,4,hard,Which of the following commands are valid options for the VALIDATION_MODE parameter within the Snowflake COPY_INTO command? (Choose two.),TRUE,TRUE,RETURN_ERROR_SUM,RETURN_ALL_ERRORS,RETURN_[N]_ROWS,RETURN_FIRST__ERRORS,"C,D",MANUAL
683,1,easy,Snowflake virtual warehouses are part of which layer of the Snowflake architecture?,FALSE,Compute layer,Storage layer,Database layer,Cloud services layer,,A,MANUAL
684,3,hard,Which of the following are characteristics of schemas used in Snowflake? (Choose two.),TRUE,A schema may contain one or more databases.,A database may contain one or more schemas.,A schema represents a logical grouping of database objects.,Each schema is contained within a virtual warehouse.,A table can span more than one schema.,"B,C",MANUAL
685,1,hard,Which Snowflake objects can be used to reduce data storage costs for short-lived tables? (Choose two.),TRUE,Provisional tables,Temporary tables,Transient tables,Permanent tables,Lookup tables,"B,C",MANUAL
686,4,easy,A user has unloaded data from Snowflake to a stage. Which SQL command should be used to validate which data was loaded into the stage?,FALSE,list @file_stage,show @file_stage,view @file_stage,verify @file_stage,,A,MANUAL
688,2,hard,Which of the following view types are available in Snowflake? (Choose two.),TRUE,Layered view,Secure view,External view,Embedded view,Materialized view,"B,E",MANUAL
689,3,easy,Which item in the Data Warehouse migration process does not apply in Snowflake?,FALSE,Migrate Users,Migrate Schemas,Migrate Indexes,Build the Data Pipeline,,C,MANUAL
690,1,hard,Which of the following statements describes a benefit of Snowflakeʼs separation of compute and storage? (Choose two.),TRUE,Growth of storage and compute are tightly coupled.,Storage expands without the requirement to add more compute.,Compute can be scaled up or down without the requirement to add more storage.,Compute and storage can be scaled together.,Use of storage avoids disk spilling.,"B,C",MANUAL
691,1,hard,Which of the following languages can be used to implement Snowflake User Defined Functions (UDFs)? (Choose two.),TRUE,Ruby,Javascript,SQL,PERL,C#,"B,C",MANUAL
692,1,easy,What is the default compression typo when unloading data from Snowflake?,FALSE,Brotli,bzip2,Zstandard,gzip,,D,MANUAL
693,3,easy,Which statement describes when a virtual warehouse can be resized?,FALSE,"A resize will affect running, queued, and new queries.",A resize can only be completed when the warehouse is in an auto-resume status.,A resize must be completed when the warehouse is suspended.,A resize can be completed at any time.,,D,MANUAL
694,5,easy,What is the compressed size limit for semi-structured data loaded into a VARIANT data type using the COPY command?,FALSE,8 MB,16 MB,32 MB,64 MB,,B,MANUAL
695,6,medium,"User A cloned a schema and overwrote a schema that User B was working on. User B no longer has access to their version of the tables. However, this all occurred within the Time Travel retention period defined at the database level. How should the missing tables be restored?",FALSE,Use an UNDROP TABLE statement.,Use a CREATE TABLE AS SELECT statement,Rename the cloned schema and use an UNDROP SCHEMA statement.,Contact Snowflake Support to retrieve the data from Fail-safe,,C,MANUAL
696,1,easy,How does Snowflake recommend handling the bulk loading of data batches from files already available in cloud storage?,FALSE,Use Snowpipe.,Use the INSERT command.,Use an external table.,Use the COPY command.,,D,MANUAL
697,1,easy,What is Snowflake's general guideline for files used to load data?,FALSE,Files can be loaded directly into a table.,Any delimiter is supported: the default is a semicolon.,Electronic Data Interchange (EDI) is one of the supported semi-structured formats.,"For delimited files, the default character set is UTF-8.",,D,MANUAL
698,1,easy,How does a Snowflake user execute an anonymous block of code?,FALSE,The user must run the CALL command to execute the block.,The statements that define the block must also execute the block.,The SUBMIT command must run immediately after the block is defined,The block must be saved to a worksheet and executed using a connector.,,B,MANUAL
699,4,easy,"When unloading data from Snowflake, the user executes a COPY INTO [location] command into an internal stage. What additional command is required to load the file onto the local file system?",FALSE,GET,LIST,PUT,REMOVE,,A,MANUAL
700,1,medium,Snowflake provides two mechanisms to reduce data storage costs for short-lived tables. These mechanisms are: (Choose two.),TRUE,Temporary Tables,Transient Tables,Provisional Tables,Permanent Tables,,"A,B",MANUAL
701,3,medium,"A Snowflake user has a query that is running for a long time. When the user opens the query profiler, it indicates that a lot of data is spilling to disk. What is causing this to happen?",FALSE,The result cache is almost full and is unable to hold the results.,The cloud storage staging area is not sufficient to hold the data results.,Clustering has not been applied to the table so the table is not optimized.,The warehouse memory is not sufficient to hold the intermediate query results.,,D,MANUAL
704,1,medium,Which result shows efficient pruning?,FALSE,Partitions scanned is greater than partitions total.,Partitions scanned is less than partitions total.,Partitions scanned is equal to the partitions total.,Partitions scanned is greater than or equal to the partitions total.,,B,MANUAL
708,1,easy,"Which Snowflake objects track DML changes made to tables, like inserts, updates, and deletes?",FALSE,Pipes,Streams,Tasks,Procedures,,B,MANUAL
709,6,easy,Which table type is automatically deleted after a session is closed and has no Fail-safe or Time Travel cost?,FALSE,Temporary,Transient,Permanent,External,,A,MANUAL
710,1,easy,Which constraint type is enforced in Snowflake from the ANSI SQL standard?,FALSE,UNIQUE,PRIMARY KEY,FOREIGN KEY,NOT NULL,,D,MANUAL
711,1,medium,What is the maximum compressed row size in Snowflake?,FALSE,8KB,16MB,50MB,4000GB,,B,MANUAL
712,3,medium,Which function is used to profile warehouse credit usage?,FALSE,AUTOMATIC_CLUSTERING_HISTORY,MATERIALIZED_VIEW_REFRESH_HISTORY,WAREHOUSE_LOAD_HISTORY,WAREHOUSE_METERING_HISTORY,,D,MANUAL
713,1,easy,What is a characteristic of the Snowflake query profiler?,FALSE,It can provide statistics on a maximum number of 100 queries per week.,It provides a graphic representation of the main components of the query processing.,It provides detailed statistics about which queries are using the greatest number of compute resources.,It can be used by third-party software using the query profiler API.,,B,MANUAL
714,6,hard,"A Snowflake user wants to share transactional data with retail suppliers. However, some of the suppliers do not use Snowflake. According to best practice, what should the Snowflake user do? (Choose two.)",TRUE,Provide each non-Snowflake supplier with their own reader account.,Deploy a single reader account to be shared by all of the non-Snowflake suppliers.,Create an ETL pipeline that uses select and inserts statements from the source to the target supplier accounts.,Use a data share for suppliers in the same cloud region and a replicated proxy share for other cloud deployments.,Extract the shared transactional data to an external stage and use cloud storage utilities to reload the suppliers' regions.,"A,D",MANUAL
715,6,easy,Which statement about data sharing is true?,FALSE,"Accounts can share with other accounts regardless of their Snowflake edition, without requiring help from Snowflake Support.","Data sharing can cross regions, but not cloud providers.",The Data Consumer can only see objects in the Data Providerʼs source database that have been explicitly added to the share.,A Data Provider can only share with other Snowflake customers.,,C,MANUAL
716,4,easy,Which command is used to load files into an internal stage within Snowflake?,FALSE,PUT,COPY INTO,TRANSFER,INSERT,,A,MANUAL
717,1,easy,Which object type is granted permissions for reading a table?,FALSE,User,Role,Attribute,Schema,,B,MANUAL
719,3,easy,"Several users are using the same virtual warehouse. The users report that the queries are running slowly, and that many queries are being queued. What is the recommended way to resolve this issue?",FALSE,Reduce the warehouse STATEMENT_QUEUED_TIMEOUT_IN SECONDS parameter.,Reduce the warehouse AUTO_SUSPEND parameter.,Increase the warehouse MAX_CONCURRENCY_LIMIT parameter.,Increase the warehouse MAX_CLUSTER_COUNT parameter.,,D,MANUAL
720,5,hard,Which data types are valid in Snowflake? (Choose two.),TRUE,BLOB,Geography,JSON,CLOB,Variant,"B,E",MANUAL
721,3,easy,What happens when the size of a virtual warehouse is changed?,FALSE,Queries that are running on the current warehouse configuration are not impacted.,Queries that are running on the current warehouse configuration are aborted and have to be resubmitted by the user.,Queries that are running on the current warehouse configuration are aborted and are automatically resubmitted.,Queries that are running on the current warehouse configuration are moved to the new configuration and finished there.,,A,MANUAL
722,1,medium,Which of the following are main sections of the top navigation of the Snowflake Web Interface (UI)? (Choose three.),TRUE,Databases,Tables,Warehouses,Worksheets,,"A,C,D",MANUAL
723,6,medium,How often are encryption keys automatically rotated by Snowflake?,FALSE,30 Days,60 Days,90 Days,365 Days,,A,MANUAL
724,2,medium,"As a best practice, all custom roles should be granted to which system-defined role?",FALSE,ACCOUNTADMIN,ORGADMIN,SECURITYADMIN,SYSADMIN,,D,MANUAL
725,1,easy,"Which Snowflake object can be accessed in the FROM clause of a query, returning a set of rows having one or more columns?",FALSE,A User-Defined Table Function (UDTF),A Scalar User Defined Function (UDF),A stored procedure,A task,,A,MANUAL
726,1,easy,How are micro-partitions typically generated in Snowflake?,FALSE,Automatically,ORDER BY [];,PARTITION BY [];,GROUP BY [];,,A,MANUAL
727,1,hard,What does Snowflake recommend regarding database object ownership? (Choose two.),TRUE,Create objects with ACCOUNTADMIN and do not reassign ownership.,Create objects with SYSADMIN.,Create objects with SECURITYADMIN to ease granting of privileges later.,Create objects with a custom role and grant this role to SYSADMIN.,Use only managed access schemas for objects owned by ACCOUNTADMIN.,"B,D",MANUAL
728,1,hard,Other than ownership what privileges does a user need to view and modify resource monitors in Snowflake? (Choose two.),TRUE,ALTER,MONITOR,MODIFY,CREATE,DROP,"B,C",MANUAL
729,3,easy,What technique does Snowflake recommend for determining which virtual warehouse size to select?,FALSE,Always start with an X-Small and increase the size if the query does not complete in 2 minutes,Experiment by running the same queries against warehouses of different sizes,Use the default size Snowflake chooses,Use X-Large or above for tables larger than 1 GB,,B,MANUAL
730,4,easy,Which command should be used when loading many flat files into a single table?,FALSE,PUT,INSERT,COPY INTO,MERGE,,C,MANUAL
731,6,easy,How can a Snowflake user share data with another user who does not have a Snowflake account?,FALSE,Share the data by implementing User-Defined Functions (UDFs),Create a reader account and create a share of the data,Grant the READER privilege to the database that is going to be shared,Move the Snowflake account to a region where data sharing is enabled,,B,MANUAL
732,4,hard,Which semi-structured data formats can be loaded into Snowflake with a COPY command? (Choose two.),TRUE,CSV,EDI,HTML,ORC,XML,"D,E",MANUAL
733,4,easy,What is the recommended Snowflake data type to store semi-structured data like JSON?,FALSE,VARCHAR,RAW,LOB,VARIANT,,D,MANUAL
734,2,hard,Which statements reflect valid commands when using secondary roles? (Choose two.),TRUE,USE SECONDARY ROLES RESUME,USE SECONDARY ROLES SUSPEND,USE SECONDARY ROLES ALL,USE SECONDARY ROLES ADD [Role Name],USE SECONDARY ROLES NONE,"C,E",MANUAL
735,1,medium,How long is a query visible in the Query History page in the Snowflake Web Interface (UI)?,FALSE,60 minutes,24 hours,14 days,30 days,,C,MANUAL
736,6,easy,"Two users share a virtual warehouse named WH_DEV_01. When one of the users loads data, the other one experiences performance issues while querying data. How does Snowflake recommend resolving this issue?",FALSE,Scale up the existing warehouse,Create separate warehouses for each user,Create separate warehouses for each workload,Stop loading and querying data at the same time,,C,MANUAL
737,5,medium,What is a feature of a stored procedure in Snowflake?,FALSE,They can be created as secure and hide the underlying metadata from all users.,They can only access tables from a single database.,They can only contain a single SQL statement.,They can be created to run with a caller's rights or an owner's rights.,,D,MANUAL
738,1,easy,Which view will return users who have queried a table?,FALSE,SNOWFLAKE.ACCOUNT_USAGE.WAREHOUSE_EVENT_HISTORY,SNOWFLAKE.ACCOUNT_USAGE.ACCESS_HISTORY,SNOWFLAKE.ACCOUNT_USAGE.COLUMNS,SNOWFLAKE.ACCOUNT_USAGE.OBJECT_DEPENDENCIES,,B,MANUAL
739,3,easy,Why do Snowflakeʼs virtual warehouses have scaling policies?,FALSE,To help save extra storage costs,To help increase the performance of serverless computing features,To help control the credits consumed by a multi-cluster warehouse running in auto-scale mode,To help control the credits consumed by a multi-cluster warehouse running in maximized mode,,C,MANUAL
740,1,easy,Where can a Snowflake user find the query history in Snowsight?,FALSE,Admin,Activity,Dashboards,Data,,B,MANUAL
741,1,easy,What is SnowSQL?,FALSE,Snowflake's new user interface where users can visualize data into charts and dashboards.,"Snowflake's proprietary extension of the ANSI SQL standard, including built-in keywords and system functions.",Snowflake's command line client built on the Python connector which is used to connect to Snowflake and execute SQL.,Snowflake's library that provides a programming interface for processing data on Snowflake without moving it to the system where the application code runs.,,C,MANUAL
743,6,easy,Which statement is true of zero-copy cloning?,FALSE,It increases storage costs as cloning a table requires storing its data twice,A cloned table includes the load history of the original source,It is licensed as an additional Snowflake feature,All micro-partitions between the original and cloned tables are fully shared,,D,MANUAL
744,1,medium,Which of the following statements are true of Snowflake releases: (Choose two.),TRUE,They happen approximately weekly,"They roll up and release approximately monthly, but customers can request early release application","During a release, new customer requests/queries/connections transparently move over to the newer version",A customer is assigned a 30 minute window (that can be moved anytime within a week) during which the system will be unavailable and customer is upgraded,,"A,C",MANUAL
746,1,easy,Which parameter prevents streams on tables from becoming stale?,FALSE,MAX_DATA_EXTENSION_TIME_IN_DAYS,MIN_DATA_RETENSION_TIME_IN_DAYS,LOCK_TIMEOUT,STALE_AFTER,,A,MANUAL
747,3,medium,"If a virtual warehouse runs for 30 seconds after it is provisioned, how many seconds will the customer be billed for?",FALSE,30 seconds,60 seconds,121 seconds,1 hour,,B,MANUAL
748,5,medium,When should a stored procedure be created with caller's rights?,FALSE,When the caller needs to be prevented from viewing the source code of the stored procedure,When the caller needs to run a statement that could not execute outside of the stored procedure,When the stored procedure needs to run with the privileges of the role that called the stored procedure,When the stored procedure needs to operate on objects that the caller does not have privileges on,,C,MANUAL
749,1,hard,What JavaScript delimiters are available in Snowflake stored procedures? (Choose two.),TRUE,Double quotes (“),Single quote (ʼ),Double forward slash (//),Double backslash (\\),Double dollar sign ($$),"B,E",MANUAL
750,1,easy,What type of function can be used to estimate the approximate number of distinct values from a table that has trillions of rows?,FALSE,MD5,Window,External,HyperLogLog (HLL),,D,MANUAL
751,2,hard,Which Data Definition Language (DDL) commands are supported by Snowflake to manage tags? (Choose two.),TRUE,ALTER TAG,DESCRIBE TAG,DROP TAG,GRANT [privilege] ... TO TAG,GRANT TAG,"A,C",MANUAL
752,6,hard,What Snowflake objects can be added to a share? (Choose two.),TRUE,Views,Tables,Stored procedures,Streams,Secure views,"B,E",MANUAL
753,3,medium,A Query Profile shows a UnionAll operator with an extra Aggregate operator on top. What does this signify?,FALSE,Exploding joins,Inefficient pruning,UNION without ALL,Queries that are too large to fit in memory,,C,MANUAL
754,3,easy,Which data governance control has Snowflake embedded in the application?,FALSE,Network policies,Credit computation,Data storage,Attribute-based access control,,D,MANUAL
756,4,hard,What actions does the use of the PUT command do automatically? (Choose two.),TRUE,It creates a file format object.,It uses the last stage created.,It compresses all files using GZIP.,It encrypts the file data in transit.,It creates an empty target table.,"C,D",MANUAL
757,4,easy,Which command should a Snowflake user execute to load data into a table?,FALSE,copy into mytable purge_mode = TRUE;,copy into mytable from @my_int_stage;,copy into mytable file_format = (format_name);,copy into mytable validation = ‘RETURN_ERRORSʼ;,,B,MANUAL
758,4,easy,Which function returns the URL of a stage using the stage name as the input?,FALSE,BUILD_STAGE_FILE_URL,BUILD_SCOPED_FILE_URL,GET_PRESIGNED_URL,GET_STAGE_LOCATION,,A,MANUAL
759,3,medium,What is the MAXIMUM number of clusters that can be provisioned with a multi-cluster virtual warehouse?,FALSE,1,5,10,100,,C,MANUAL
760,5,easy,Which Snowflake table supports unstructured data?,FALSE,Directory,Transient,Temporary,Permanent,,A,MANUAL
764,3,medium,How many resource monitors can be applied to a single virtual warehouse?,FALSE,Zero,One,Eight,Unlimited,,B,MANUAL
765,3,hard,What are the main differences between the account usage views and the information schema views? (Choose two.),TRUE,No active warehouse is needed to query account usage views but one is needed to query information schema views.,Account usage views do not contain data about tables but information schema views do.,Account usage views contain dropped objects but information schema views do not.,"Data retention for account usage views is 1 year but is 7 days to 6 months for information schema views, depending on the view.",Information schema views are read-only but account usage views are not.,"C,D",MANUAL
766,1,medium,True or False: Bulk unloading of data from Snowflake supports the use of a SELECT statement.,FALSE,True,False,,,,A,MANUAL
767,3,medium,"If a Small Warehouse is made up of 2 servers/cluster, how many servers/cluster make up a Medium Warehouse?",FALSE,4,16,32,128,,A,MANUAL
768,2,easy,Which file function provides a URL with access to a file on a stage without the need for authentication and authorization?,FALSE,GET_RELATIVE_PATH,GET_PRESIGNED_URL,BUILD_STAGE_FILE_URL,BUILD_SCOPED_FILE_URL,,B,MANUAL
770,3,medium,How does the Snowflake search optimization service improve query performance?,FALSE,It improves the performance of range searches.,It defines different clustering keys on the same source table.,It improves the performance of all queries running against a given table.,It improves the performance of equality searches.,,D,MANUAL
771,5,easy,How is unstructured data retrieved from data storage?,FALSE,SQL functions like the GET command can be used to copy the unstructured data to a location on the client.,SQL functions can be used to create different types of URLs pointing to the unstructured data. These URLs can be used to download the data to a client.,SQL functions can be used to retrieve the data from the query results cache. When the query results are output to a client. the unstructured data will be output to the client as files.,SQL functions can call on different web extensions designed to display different types of files as a web page. The web extensions will allow the files to be downloaded to the client.,,B,MANUAL
773,3,hard,What common query issues can be identified using the Query Profile? (Choose two.),TRUE,Data classification,Exploding joins,Unions,Inefficient pruning,Data masking,"B,D",MANUAL
777,3,medium,What does a Query Profile provide in Snowflake?,FALSE,A multi-step query that displays each processing step in the same panel.,A pre-computed data set derived from a query specification and stored for later use.,A graphical representation of the main components of the processing plan for a query.,A collapsible panel in the operator tree pane that lists nodes by execution time in descending order for a query.,,C,MANUAL
778,6,medium,"True or False: When a data share is established between a Data Provider and a Data Consumer, the Data Consumer can extend that data share to other Data Consumers.",FALSE,True,False,,,,B,MANUAL
779,4,easy,"When executing a COPY INTO command, performance can be negatively affected by using which optional parameter on a large number of files?",FALSE,FILE_FORMAT,PATTERN,VALIDATION_MODE,FILES,,D,MANUAL
780,4,easy,Which URL type should be used to get a permanent URL to a file in a stage?,FALSE,File URL,Pre-signed URL,Saved URL,Scoped URL,,A,MANUAL
781,1,easy,Which operation will produce an error in Snowflake?,FALSE,Inserting duplicate values into a PRIMARY KEY column,Inserting a NULL into a column with a NOT NULL constraint,Inserting duplicate values into a column with a UNIQUE constraint,Inserting a value to FOREIGN KEY column that does not match a value in the column referenced,,B,MANUAL
782,5,easy,How are URLs that access unstructured data in external stages retrieved?,FALSE,From the Snowsight navigation menu,By querying a directory table,By creating an external function,By using the INFORMATION_USAGE schema,,B,MANUAL
783,1,easy,What is the Snowflake multi-clustering feature for virtual warehouses used for?,FALSE,To improve the data unloading process to the cloud,To improve data loading from very large data sets,To improve concurrency for users and queries,To speed up slow or stalled queries,,C,MANUAL
784,3,hard,Which features could be used to improve the performance of queries that return a small subset of rows from a large table? (Choose two.),TRUE,Search optimization service,Automatic clustering,Row access policies,Multi-cluster virtual warehouses,Secure views,"A,B",MANUAL
785,1,easy,Which command would return an empty sample?,FALSE,select * from testtable sample ();,select * from testtable sample (0);,select * from testtable sample (null);,select * from testtable sample (none);,,B,MANUAL
786,4,easy,What Snowflake function should be used to unload relational data to JSON?,FALSE,BUILD_STAGE_FILE_URL(),OBJECT_CONSTRUCT(),PARSE_JSON(),TO_VARIANT(),,B,MANUAL
787,4,easy,Floating point values are truncated when unloaded to which file format?,FALSE,ORC,CSV,Avro,Parquet,,B,MANUAL
788,2,hard,Which levels can apply network policies? (Choose two.),TRUE,Account,Database,Role,Schema,User,"A,E",MANUAL
789,2,hard,Which is true of Snowflake network policies? A Snowflake network policy: (Choose two.),TRUE,Is available to all Snowflake Editions,Is only available to customers with Business Critical Edition,Restricts or enables access to specific IP addresses,Is activated using an ג €ALTER DATABASE ג € command,,"A,C",MANUAL
790,6,easy,What causes objects in a data share to become unavailable to a consumer account?,FALSE,The DATA_RETENTION_IT parameter in the consumer account is set to 0.,The consumer account runs the GRANT INPORTED PRIVILEGES command on the data share every 24 hours.,The objects in the data share are being deleted and the grant pattern is not re-applied systematically.,The consumer account acquires the data share through a private data exchange.,,C,MANUAL
791,1,easy,"How can an administrator check for updates (for example, SCIM API requests) sent to Snowflake by the identity provider?",FALSE,ACCESS_HYSTORY,LOAD_HYSTORY,QUERY_HISTORY,REST_EVENT_HISTORY,,D,MANUAL
792,5,medium,A Snowflake user is writing a User-Defined Function (UDF) with some unqualified object names. How will those object names be resolved during execution?,FALSE,Snowflake will resolve them according to the SEARCH_PATH parameter.,Snowflake will only check the schema the UDF belongs to.,"Snowflake will first check the current schema, and then the schema the previous query used.","Snowflake will first check the current schema, and then the PUBLIC schema of the current database.",,B,MANUAL
793,3,easy,Why should a user select the economy scaling policy for a multi-cluster warehouse?,FALSE,To prevent/minimize query queuing,To increase performance of the clusters,To reduce queuing concurrent user queries,To conserve credits by keeping running clusters fully loaded,,D,MANUAL
794,5,medium,What MINIMUM privilege is required on the external stage for any role in the GET REST API to access unstructured data files using a file URL?,FALSE,READ,OWNERSHIP,USAGE,WRITE,,A,MANUAL
795,2,easy,Which view in SNOWFLAKE.ACCOUNT_USAGE shows from which IP address a user connected to Snowflake?,FALSE,ACCESS_HYSTORY,LOGIN_HYSTORY,SESSIONS,QUERY_HISTORY,,B,MANUAL
796,2,easy,Snowflake Partner Connect is limited to users with a verified email address and which role?,FALSE,SYSADMIN,SECURITYADMIN,ACCOUNTADMIN,USERADMIN,,C,MANUAL
797,1,easy,What unit of storage supports efficient query processing in Snowflake?,FALSE,Blobs,JSON,Block storage,Micro-partitions,,D,MANUAL
798,5,medium,What is the difference between a stored procedure and a User-Defined Function (UDF)?,FALSE,Stored procedures can execute database operations while UDFs cannot.,Returning a value is required in a stored procedure while returning values in a UDF is optional.,Values returned by a stored procedure can be used directly in a SQL statement while the values returned by a UDF cannot.,Multiple stored procedures can be called as part of a single executable statement while a single SQL statement can only call one UDF at a time.,,A,MANUAL
800,6,medium,True or False: Snowflake charges additional fees to Data Providers for each Share they create.,FALSE,True,False,,,,B,MANUAL
801,6,medium,What is the MAXIMUM Time Travel retention period for a transient table?,FALSE,0 days,1 day,7 days,90 days,,B,MANUAL
802,6,easy,What is the advantage of using a reader account?,FALSE,It can be used by a client that does not have a Snowflake account,It is read-only and prevents the shared data from being updated by the provider.,It can be connected to a Snowflake account in a different region.,It provides limited access to the data share and is therefore cheaper for the data provider.,,A,MANUAL
803,4,easy,What command is used to export or unload data from Snowflake?,FALSE,PUT @mystage,GET @mystage,Copy INTO @mystage,INSERT @mystage,,C,MANUAL
804,6,medium,A Snowflake user wants to share data with someone who does not have a Snowflake account. How can the Snowflake user share the data?,FALSE,Use the Snowflake Marketplace.,Create a reader account.,Create a consumer account.,Use a Snowflake share.,,B,MANUAL
805,3,medium,A user wants to add additional privileges to the system-defined roles for their virtual warehouse. How does Snowflake recommend they accomplish this?,FALSE,Grant the additional privileges to a custom role.,Grant the additional privileges to the ACCOUNTADMIN role.,Grant the additional privileges to the SYSADMIN role.,Grant the additional privileges to the ORGADMIN role.,,A,MANUAL
806,4,hard,How does Snowflake store a table's underlying data? (Choose two.),TRUE,Columnar file format,Micro-partitions,Text file format,Uncompressed,User-defined partitions,"A,B",MANUAL
807,6,medium,What is the MAXIMUM number of days a Snowflake-managed encryption key can be used before it gets automatically rotated?,FALSE,1 day,14 days,30 days,120 days,,C,MANUAL
809,4,easy,How does Snowflake handle the bulk unloading of data into single or multiple files?,FALSE,It assigns each unloaded data file a unique name.,It uses the PUT command to download the data by default.,It uses COPY INTO [location] for bulk unloading where the default option is SINGLE = TRUE.,It uses COPY INTO [location] to copy the data from a table into one or more files in an external stage only.,,A,MANUAL
810,3,hard,What information is included in the display in the Query Profile? (Choose two.),TRUE,Index hints used in query,Credit usage details,Clustering keys details,Details and statistics for the overall query,Graphical representation of the query processing plan,"D,E",MANUAL
811,3,medium,"Query results are stored in the Result Cache for how long after they are last accessed, assuming no data changes have occurred?",FALSE,1 Hour,3 Hours,12 hours,24 hours,,D,MANUAL
812,3,medium,A Snowflake user wants to optimize performance for a query that queries only a small number of rows in a table. The rows require significant processing. The data in the table does not change frequently. What should the user do?,FALSE,Add a clustering key to the table.,Add the search optimization service to the table.,Create a materialized view based on the query.,Enable the query acceleration service for the virtual warehouse.,,C,MANUAL
813,2,medium,"When using the ALLOW_CLIENT_MFA_CACHING parameter, how long is a cached Multi-Factor Authentication (MFA) token valid for?",FALSE,1 hour,2 hours,4 hours,8 hours,,C,MANUAL
814,4,hard,"When unloading data, which file formats are supported by the COPY INTO [location] command? (Choose two.)",TRUE,Avro,JSON,ORC,Parquet,XML,"B,D",MANUAL
